sr_no,date,startup_name,subvertical,city,investors,investment_type,amount_usd,remarks,year,industry
530,2017-05-10,zefo,ecommerce portal for used goods,bangalore,"sequoia india, helion venture partners, beenext",private equity,9200000.0,,2017.0,ecommerce
531,2017-06-10,yaantra,mobile repair and refurbishment platform,delhi,carpediem capital,private equity,3100000.0,,2017.0,ecommerce
532,2017-06-10,farm taaza,fresh produce scm company,bangalore,"epsilon venture partners, tara india fund iv and others",private equity,8000000.0,,2017.0,technology
533,2017-06-10,drivezy,self drive car and bike rental platform,bangalore,"das capital, axan partners, das capital and it farm",private equity,10000000.0,,2017.0,ecommerce
534,2017-06-10,slice pay,student micro-financing platform,bangalore,"das capital, simile ventures",private equity,2000000.0,,2017.0,ecommerce
535,2017-09-10,agrowave,agriculture supply chain management solutions,gurgaon,daffodil software,seed funding,,,2017.0,technology
536,2017-09-10,mygubbi,home interior designing seller,bangalore,"firoze irani, vipul parekh, ananda kallugadde, rajesh k murthy",private equity,2700000.0,,2017.0,ecommerce
537,2017-09-10,ibsfintech,treasury risk management solution,bangalore,shailesh haribhakti,seed funding,,,2017.0,technology
538,2017-09-10,letsservice,auto service logistics & saas platform,bangalore,aequs group,private equity,,,2017.0,ecommerce
539,2017-09-10,onestepup,education technology platform,delhi,orient blackswan,seed funding,336000.0,,2017.0,technology
540,2017-09-10,thirdwatch,ai-powered anti-fraud solutions,gurgaon,"rahul agarwalla, keshav sanghi, batlivala & karani securities",seed funding,,,2017.0,technology
541,2017-10-10,parallel dots,ai-powered deep learning solutions,gurgaon,"multipoint capital,",private equity,1400000.0,,2017.0,technology
542,2017-10-10,easy diner,online restaurant reservation platform,gurgaon,saama capital and dsg consumer partners,private equity,4500000.0,,2017.0,ecommerce
543,2017-11-10,meesho,online reseller network,bangalore,"saif partners, ycombinator, venture highway",private equity,3100000.0,,2017.0,ecommerce
544,2017-11-10,stanplus,medical transportation services,hyderabad,kstart capital,private equity,1100000.0,,2017.0,logistics
545,2017-12-10,uclid,"education network for institutions, teachers & students",hyderabad,undisclosed investors,seed funding,235000.0,,2017.0,technology
546,NaT,policy bazaar,online insurance policy aggregator,gurgaon,"wellington management, dg ventures india, true north",private equity,77000000.0,,,ecommerce
547,NaT,gapoon,home maintenance services platform,bangalore,"vida ventures, snehal mantri, anshu bahadur",seed funding,250000.0,,,ecommerce
548,NaT,chaayos,online chai ordering platform,gurgaon,tiger global management,private equity,2000000.0,,,ecommerce
549,NaT,krazybee,micro-lending platform,bangalore,"xiaomi technologies, shunwei capital",private equity,8000000.0,,,ecommerce
550,NaT,renew buy,online insurance aggregator,delhi,amicus capital,private equity,9200000.0,,,ecommerce
551,NaT,fingerlix,food ordering portal,bangalore,"accel partners, zephyr peacock",private equity,7000000.0,,,ecommerce
552,NaT,bank bazaar,online financial marketplace,chennai,experian,private equity,7000000.0,,,ecommerce
553,NaT,hasura,app building platform,chennai,"nexus, gree ventures",private equity,,,,technology
554,NaT,blackbuck,b2b logistics provider,bangalore,innoven capital,private equity,7700000.0,,,logistics
555,NaT,lenden club,online peer-to-peer lending platform,mumbai,undisclosed investor,seed funding,500000.0,,,ecommerce
556,NaT,toppr,mobile based learning app,mumbai,"saif partners, helion ventures, fil capital management",private equity,7000000.0,,,ecommerce
557,NaT,raw pressery,cold pressed juice maker,mumbai,"dsg consumer partners, sequoia capital, saama capital",private equity,6000000.0,,,food
558,NaT,cashe,app-only lending platform,mumbai,ifmr capital,debt funding,3100000.0,,,ecommerce
559,NaT,park easy,machine learning based parking discovery,kolkata,rockstart accelerator,seed funding,118000.0,,,ecommerce
560,NaT,tagbox,cold chain monitoring solution,bangalore,"indian angel network, ian fund",seed funding,,,,technology
561,NaT,fyre,herbal energy shot maker,mumbai,venture catalysts,seed funding,500000.0,,,food
562,NaT,ziploan,sme lending platform,delhi,"matrix partners india, waterbridge ventures, whiteboard capital, sarbvir singh",private equity,3000000.0,,,ecommerce
563,NaT,skillenza,online learning platform,bangalore,"blume ventures, indian angel network",seed funding,722000.0,,,ecommerce
564,NaT,chevon,frozen meat provider,mumbai,greenfield advisory,private equity,,,,food
565,NaT,propstory,real estate content portal,gurgaon,"abhishek bhatewara, vivek shah, haitong securities, suraj saharan, paras arora",seed funding,,,,ecommerce
566,NaT,spotdraft,contract automation,gurgaon,"hunch ventures, spiral ventures, 500 startups, singapore angel network, citrus payments",seed funding,550000.0,,,ecommerce
567,NaT,big basket,online grocery portal,bangalore,helion ventures partners,private equity,5000000.0,,,ecommerce
568,NaT,ofbusiness,b2b finance & fulfilment network,gurgaon,kotak mahindra bank,debt funding,3800000.0,,,technology
569,NaT,olly credit,credit payment mobile app,delhi,"incubate fund, sandesh kirkire, anand kumar, yogesh chaudhary",seed funding,,,,technology
570,NaT,cashfree,payments platform for marketplaces and fintechs,delhi,y combinator,seed funding,120000.0,,,technology
571,NaT,ola cabs,app based cab hailing services,bangalore,ani technologies pvt. ltd,private equity,7700000.0,,,ecommerce
572,NaT,goldfarm,agriculture technology,coimbatore,mahindra & mahindra and infuse ventures,private equity,2000000.0,,,food
573,NaT,netmeds,online pharmacy,chennai,tanncam investment & sistema asia fund,private equity,14000000.0,,,ecommerce
574,NaT,mse,equity stock exchange,mumbai,"il&fs, trust capital, rosy blue securities, radhakrishan damani and rakesh jhunjhunwala",private equity,32000000.0,,,fintech
575,2017-01-09,aahaa stores,online b2b store for office supplies,chennai,yournest angel fund,private equity,1000000.0,,2017.0,other
576,2017-01-09,mfine,online doctor discovery platform,bangalore,"stellaris venture partners, mayur abhaya, rohit ma",private equity,1500000.0,,2017.0,ecommerce
577,2017-01-09,canvera,online photography platform,mumbai,infoedge,private equity,1300000.0,,2017.0,ecommerce
578,2017-04-09,primaryio,application performance acceleration,pune,"accel partners, exfinity ventures, partech ventures",private equity,5600000.0,,2017.0,technology
579,2017-05-09,shubh loans,online lending platform,bangalore,"sri capital, beenext, pravega ventures",private equity,1500000.0,,2017.0,ecommerce
580,2017-05-09,nest education,edutech platform,gurgaon,"michael and susan dell foundation, anand mahindra",seed funding,600000.0,,2017.0,technology
581,2017-06-09,lending kart,online lending platform,ahmedabad,"bertelsmann india, mayfield capital, saama capital, darrin capital",private equity,10750000.0,,2017.0,ecommerce
582,2017-06-09,gofro,online travel booking platform,delhi,"his co. ltd, makemytrip",private equity,10000000.0,,2017.0,ecommerce
583,2017-06-09,oncostem,medical diagnostic solutions,bangalore,"sequoia capital india, artiman ventures",private equity,6000000.0,,2017.0,healthcare
584,2017-06-09,power2sme,buying club for small businesses,gurgaon,"international finance corporation (ifc), inventus capital partners, accel partners, kalaari capital, and nandan nilekani,",private equity,26000000.0,,2017.0,ecommerce
585,2017-07-09,credit vidya,online credit scoring platform,mumbai,matrix partners,private equity,5000000.0,,2017.0,ecommerce
586,2017-07-09,tails life,pet care portal & mobile app,bangalore,v balakrishnan.,private equity,,,2017.0,ecommerce
587,2017-07-09,oyo rooms,branded budget hotels marketplace,gurgaon,"softbank group, sequoia capital india, lightspeed venture partners, greenoaks capital, hero enterprise",private equity,250000000.0,,2017.0,ecommerce
588,2017-07-09,early salary,online unsecured lending platform,pune,ifmr capital,debt funding,780000.0,,2017.0,ecommerce
589,2017-07-09,mamaearth,online babycare products marketplace,gurgaon,fireside ventures,seed funding,,,2017.0,ecommerce
590,2017-07-09,seniority,ecommerce portal for senior citizens,pune,rpg enterprises,private equity,1000000.0,,2017.0,ecommerce
591,2017-08-09,aye finance,micro lending platform,delhi,"triodos investment management,",debt funding,6900000.0,,2017.0,ecommerce
592,2017-08-09,farmizen,agre-tech mobile app,bangalore,"venture highway, alok mittal, mohit agarwal, anuj gupta,",seed funding,,,2017.0,technology
593,2017-11-09,ecom express,logistics solutions provider,delhi,warburg pincus,private equity,30000000.0,,2017.0,logistics
594,2017-11-09,call health,healthcare services aggregator,hyderabad,"sachin tendulkar, p.v sindhu, pullela gopichand",private equity,6200000.0,,2017.0,ecommerce
595,2017-12-09,sattviko,health food etailer,delhi,"raman roy, arvind uppal, sonu bhasin, g ravishankar",seed funding,,,2017.0,ecommerce
596,2017-12-09,3hcare,healthcare services portal,delhi,undisclosed investor,seed funding,100000.0,,2017.0,ecommerce
597,2017-12-09,tonbo imaging,imaging technology for armed forces,bangalore,"wrv capital, qualcomm ventures, edelweiss private equity, artiman ventures",private equity,17000000.0,,2017.0,technology
598,2017-12-09,get my parking,smart parking enabler,delhi,"ian fund, beenext, indian angel network",private equity,3000000.0,,2017.0,ecommerce
599,NaT,wittyfeed,content marketing platform,indore,"anand chandrasekaran, apurva chamaria, ritesh malik, ashish toshniwal, ajeet khurana",seed funding,,,,technology
600,NaT,glowroad,women focussed customer-to-customer reseller network,bangalore,"accel partners,",private equity,2000000.0,,,ecommerce
601,NaT,oyo rooms,udget hotel marketplace,gurgaon,china lodging group,private equity,10000000.0,,,ecommerce
602,NaT,unacademy,online learning platform,mumbai,"sequoia capital india, saif partners, nexus venture partners and blume ventures,",private equity,11500000.0,,,ecommerce
603,NaT,heterogenous,telecom & iot platform,chennai,"chennai angels, keiretsu forum & others",seed funding,780000.0,,,technology
604,NaT,gurukul,co-working space provider,delhi,"rohit nanda, rajit nanda, smarak bhuyan, sashwat brahma,",seed funding,,,,ecommerce
605,NaT,smaaash,virtual reality gaming and entertainment platform,mumbai,ecl finance,private equity,44000000.0,,,technology
606,NaT,wheelstreet,bike rental platform,bangalore,y combinator,seed funding,120000.0,,,other
607,NaT,xprep,online tutoring platform,delhi,"rising stars, manish amin, pallav pandey, chavi jafa",private equity,,,,ecommerce
608,NaT,the moms co,pregnancy & baby care product etailer,gurgaon,"dsg consumer partners, saama capital",private equity,1000000.0,,,ecommerce
609,NaT,noticeboard,"mobile-first communication platform for on-field staff,",bangalore,"shamik sharma, aprameya radhakrishna",seed funding,,,,technology
610,NaT,high radius,integrated receivables software solutions,hyderabad,susquehanna growth equity llc,private equity,50000000.0,,,technology
611,NaT,hwell24 plus,technology-empowered healthcare solutions,mumbai,undisclosed investors,seed funding,,,,healthcare
612,NaT,savebc,financial services firm,gaya,incofin investment management.,private equity,6000000.0,,,fintech
613,NaT,gaming monk,e-sports platform,delhi,advantedge,private equity,,,,ecommerce
614,NaT,91springboard,co-working spaces,delhi,"sandway investment ltd, pearl brook holdings, silo holdings and al nour",private equity,,,,ecommerce
615,NaT,homergize,home furnishing & building material marketplace,bangalore,lg chandrasekhar,private equity,1000000.0,,,ecommerce
616,NaT,yatra.com,online travel agency,gurgaon,innoven capital india,debt funding,15400000.0,,,ecommerce
617,NaT,ace turtle,omni-channel web commerce solutions provider,bangalore,innoven capital,private equity,,,,technology
618,NaT,vogo,scooter rental platform,bangalore,av thomas group,seed funding,,,,ecommerce
619,NaT,synup,sme marketing management solution,bangalore,"vertex ventures, prime venture partners.",private equity,6000000.0,,,technology
620,NaT,tinmen,food delivery platform,hyderabad,zomato media pvt. ltd,private equity,,,,ecommerce
621,NaT,cropin,crop technology solutions,bangalore,beenext,private equity,,,,technology
622,NaT,rapido,bike aggregator mobile app,bangalore,battery road digital holdings llc,seed funding,422000.0,,,ecommerce
623,NaT,sportobuddy,sports & sport related equipment portal,mumbai,mehul shah,seed funding,150000.0,,,ecommerce
624,NaT,credifiable,online consumer lending platform,bangalore,kae capital,private equity,,,,ecommerce
625,NaT,inclov,matchmaking app for the differently abled,gurgaon,"rajan anandan, jamil khatri, ravi iyer, raghav bahl",seed funding,,,,ecommerce
626,NaT,multibhashi,language learning mobile app,bangalore,"aniruddha malpani, startup oasis",seed funding,,,,ecommerce
627,NaT,transerve,geospatial technology-based saas solutions,mumbai,"il&fs investment managers, omidyar network.",private equity,1600000.0,,,technology
628,NaT,fashalot,o2o fashion discovery platform,gurgaon,"capillary technologies, whiteboard capital, yournest angel fund, rajul garg",private equity,,,,ecommerce
629,NaT,pitstop,car repair and servicing platform,bangalore,"blume ventures, goldbell group, anurag srivastava, shailesh rao, amiya pathak, rajesh yohanan and rahul garg",private equity,1000000.0,,,ecommerce
630,NaT,gochoppers,luxury helicopter tourism services portal,gurgaon,"rivergate capital,",seed funding,,,,ecommerce
631,NaT,myupchar,local language health information portal,delhi,letsventure,seed funding,300000.0,,,ecommerce
632,NaT,aadyah,defense tech & aerospace startup,bangalore,keiretsu forum,private equity,1000000.0,,,technology
633,2017-01-08,touchkin,predictive care platform,bangalore,kae capital,private equity,1300000.0,,2017.0,technology
634,2017-02-08,ethinos,digital marketing agency,mumbai,triton investment advisors,private equity,,,2017.0,technology
635,2017-02-08,leverage edu,online platform for higher education services,delhi,"kashyap deorah, anand sankeshwar, deepak jain, sadashiva nt, arjun mehta, satish kaul, anindya ghose",seed funding,,,2017.0,ecommerce
636,2017-02-08,zepo,diy ecommerce platform,mumbai,"kunal shah, letsventure, anupam mittal, hetal sonpal",seed funding,500000.0,,2017.0,ecommerce
637,2017-02-08,click2clinic,healthcare service aggregator,hyderabad,"narottam thudi, shireesh palle",seed funding,850000.0,,2017.0,ecommerce
638,2017-03-08,speedbox,on-demand logistics service provider,mumbai,cismat cargo services pvt. ltd.,seed funding,300000.0,,2017.0,logistics
639,2017-03-08,skill connect,recruitment portal,jaipur,rajasthan angel investor network,seed funding,,,2017.0,ecommerce
640,2017-03-08,chai point,tea delivery portal & offline stores,bangalore,"dsg consumer partners, eight roads ventures india",private equity,,,2017.0,ecommerce
641,2017-03-08,zoctr,health products & services aggregator,mumbai,sidbi,private equity,,,2017.0,ecommerce
642,2017-04-08,lime tray,restaurant management solutions,delhi,jsw ventures,private equity,,,2017.0,technology
643,2017-04-08,coutloot,fashion resale marketplace,mumbai,"anuj puri, redcliffe capital, artha india ventures, siddharth kothari, apoorv ranjan sharma,",seed funding,,,2017.0,ecommerce
644,2017-04-08,box my space,warehouse aggregator,mumbai,"r. jayakumar, vaibhav vohra, aditya vazirani, rhea vazirani, avn business solutions, dreamweaver investments",seed funding,,,2017.0,logistics
645,2017-05-08,curatio,skincare speciality services,chennai,anicut capital,private equity,,,2017.0,healthcare
646,2017-08-08,new castle technologies,hospital management software,chennai,undisclosed investors,seed funding,243000.0,,2017.0,technology
647,2017-08-08,my forex eye,foreign exchange services,delhi,"rahul dev kumar, rajesh mahajan, ankit sharma and others",seed funding,220000.0,,2017.0,ecommerce
648,2017-09-08,truxapp,mobile based logistics service,delhi,"venugopal dhoot, ajay bhatia, tarun khandelwal, ganpat singhvi, mandhian family & others",seed funding,3100000.0,,2017.0,logistics
649,2017-09-08,crofarm,agriculture supply chain solutions,gurgaon,factor e ventures,seed funding,783000.0,,2017.0,technology
650,2017-09-08,doodhwala,online milk delivery,bangalore,tom varkey,seed funding,,,2017.0,ecommerce
651,2017-10-08,stayabode,co-living space aggregator,bangalore,"incubate fund, sanjay shenoy, mridul upreti,",private equity,,,2017.0,ecommerce
652,2017-11-08,flipkart,online marketplace,bangalore,softbank,private equity,2500000000.0,,2017.0,ecommerce
653,2017-11-08,moong labs,mobile games developer,delhi,nazara games,private equity,,,2017.0,technology
654,2017-11-08,ola cabs,app based cab aggregation service,gurgaon,tekne capital management,private equity,36000000.0,,2017.0,ecommerce
655,NaT,sports flashes,sports content mobile app,delhi,"bennett, coleman and company ltd (bccl),",private equity,,,,ecommerce
656,NaT,digilend,personal loans & emi solutions platform,mumbai,"incred finance, fullerton india credit company ltd",seed funding,312000.0,,,technology
657,NaT,knab finance,unsecured small business loans,bangalore,"incred, krishnakumar natarajan, ravi bhardwaj",seed funding,385000.0,,,ecommerce
658,NaT,get simpl,payment solution mobile app,mumbai,"green visor capital lp ii, ia venture strategies fund ii lp, boillot family trust, russell m byrne, the oliver r. grace, jr. millennium trust, sf capital investments lp",seed funding,,,,ecommerce
659,NaT,rootefy,building material online store,delhi,"abhinav gupta,",seed funding,187000.0,,,ecommerce
660,NaT,uniphore,speech recognition startup,chennai,idg ventures,private equity,6800000.0,,,technology
661,NaT,cerebroz,e-tech platform,vadodara,undisclosed hni xe2 x80 x99s,seed funding,734000.0,,,ecommerce
662,NaT,flochat,instant messaging platform,mumbai,"isquare global,",seed funding,,,,ecommerce
663,NaT,easygov,govt service application portal,noida,"social alpha, rajan anandan, rajeev ahuja, kshitij arora",seed funding,,,,ecommerce
664,NaT,milk basket,online grocery platform,gurgaon,blume ventures. lenovo capital and incubator group (lcig),seed funding,,,,ecommerce
665,NaT,dhruva,cloud data protection and management solutions,pune,"riverwood capital, sequoia capital india, nexus venture partners, tenaya capital",private equity,80000000.0,,,technology
666,NaT,bombay shaving company,men grooming product etailer,delhi,fireside ventures,private equity,2300000.0,,,ecommerce
667,NaT,awign,operations and manpower outsourcing,bangalore,"iit ropar, imanpreet singh arora, sidharth rozario, saurabh abichandani, shikhar gupta,",seed funding,,,,technology
668,NaT,indiez,software & mobile app development platform,bangalore,haresh chawla,seed funding,500000.0,,,technology
669,NaT,ezetap,mpos solutions provider,bangalore,"js capital management, social capital, horizons ventures,",private equity,16000000.0,,,technology
670,NaT,ink monk,online printing marketplace,chennai,"vamm ventures, raksul, dena",seed funding,750000.0,,,ecommerce
671,NaT,medinfi,online doctor discovery platform,bangalore,"pbs srinivas, vinod martin,",seed funding,125000.0,,,ecommerce
672,NaT,mobikon,restaurant & hotel crm platform,pune,"sistema asia fund, c31 ventures, qualgro.",private equity,7000000.0,,,technology
673,NaT,curefit,end to end health and wellness platform.,bangalore,"accel partners, idg ventures, kalaari capital, xc2 xa0 uc-rnt fund",private equity,25000000.0,,,ecommerce
674,NaT,doxper,healthtech iot platform,mumbai,"idal health, growx ventures, capier investments, globevestor & others",seed funding,750000.0,,,technology
675,NaT,fieldassist,saas based sales force automation services,gurgaon,small industries development bank of india (sidbi),debt funding,,,,technology
676,NaT,treebo,budget hotel aggregator platform,bangalore,"ward ferry management and karst peak capital,",private equity,34000000.0,,,ecommerce
677,NaT,medgenome,genomics research and diagnostics solutions,bangalore,"sequoia india, sofina s.a., zodius capital, kris gopalakrishnan, lakshmi narayanan,",private equity,30000000.0,,,technology
678,2017-01-07,billion loans,peer to peer lending platform,bangalore,reliance corporate advisory services ltd,seed funding,1000000.0,,2017.0,ecommerce
679,2017-03-07,ecolibriumenergy,energy management solutions provider,ahmedabad,"infuse ventures, jll",private equity,2600000.0,,2017.0,technology
680,2017-04-07,droom,online marketplace for automobiles,gurgaon,"asset management (asia) ltd, digital garage inc",private equity,20000000.0,,2017.0,ecommerce
681,2017-05-07,jumbotail,online marketplace for food and grocery,bangalore,"kalaari capital, nexus india capital advisors",private equity,8500000.0,,2017.0,ecommerce
682,2017-05-07,moglix,b2b marketplace for industrial products,noida,"international finance corporation, rocketship, accel partners, jungle ventures, shailesh rao, venture highway",private equity,12000000.0,,2017.0,ecommerce
683,2017-05-07,timesaverz,hyperlocal home services provider,mumbai,bccl,private equity,1000000.0,,2017.0,ecommerce
684,2017-06-07,minjar,cloud solutions provider,bangalore,"blume ventures, contrarian capital india partners, emergent ventures india, pallav nadhani, ashish gupta, sharad sharma, sirion labs",seed funding,,,2017.0,technology
685,2017-06-07,mycity4kids,parenting blog and kids xe2 x80 x99 events discovery platform,gurgaon,,seed funding,,,2017.0,ecommerce
686,2017-07-07,clip app,digital media video platform,bangalore,"india quotient, shunwei capital",seed funding,1000000.0,,2017.0,ecommerce
687,2017-07-07,upwardly.in,mf investment platform,bangalore,"sreeram iyer, suvo sarkar, anita gupta, likemind ventures",seed funding,,,2017.0,ecommerce
688,2017-10-07,autorox.co,workshop management software platform,hyderabad,mitsui & co.,private equity,3000000.0,,2017.0,technology
689,2017-11-07,fabogo,salon & spa aggregation & discovery platform,pune,dunamis ventures pte ltd,private equity,2250000.0,,2017.0,ecommerce
690,2017-11-07,flickstree,video content discovery platform,mumbai,"venture catalysts, sourav ganguly, ankit aditya, moksh sports ventures",seed funding,464000.0,,2017.0,ecommerce
691,2017-11-07,design cafe,online interior design platform,bangalore,"fireside ventures, apurva salarpuria, sidharth pansari, sprout capital",seed funding,,,2017.0,ecommerce
692,2017-12-07,innoviti,digital payments solutions,bangalore,"sbi-fmo fund, bessemer venture partners, catamaran ventures",private equity,18500000.0,,2017.0,technology
693,2017-12-07,vdeliver,door step delivery platform,hyderabad,"corvus ventures, mape advisory group",private equity,,,2017.0,logistics
694,2017-12-07,bottr.me,chatbot creation tool,bangalore,"500 startups, purvi capital, rajan anandan, abhishek gupta",seed funding,,,2017.0,technology
695,2017-12-07,arcatron,next gen mobility device manufacturer,pune,indian angel network,seed funding,,,2017.0,technology
696,NaT,qwikspec,construction site operations and analytics platform,bangalore,"brigade innovations llp, tv mohandas pai, suhail rahman, bobby reddy, m george oommen",seed funding,540000.0,,,technology
697,NaT,chumbak,designer consumer products marketplace,bangalore,blacksoil capital pvt. ltd,private equity,1700000.0,,,ecommerce
698,NaT,increff,sales solutions for fashion brands,bangalore,"sequoia capital, grey orange, rajesh ramaiah, anshuman das, rishi das",seed funding,2000000.0,,,technology
699,NaT,vayana,enterprise banking solutions,pune,"idg ventures india advisors, jungle ventures",private equity,4000000.0,,,technology
700,NaT,mobiquest,mobile services & solutions,noida,one97 communication ltd,private equity,,,,technology
701,NaT,ambee,ambulance aggregation services,hyderabad,"uber technologies inc, amaya capital llp",seed funding,,,,ecommerce
702,NaT,ideal insurance,online insurance platform,kolkata,xelpmoc,seed funding,,,,ecommerce
703,NaT,hypernova interactive,mobile games creator,bangalore,kae capital,seed funding,,,,technology
704,NaT,rentomojo,consumer leasing platform,bangalore,"ain capital ventures, renaud laplanche",private equity,10000000.0,,,ecommerce
705,NaT,aircto,ai powered recruitment platform,bangalore,francesco cara,seed funding,,,,ecommerce
706,NaT,playablo,gamified learning app,bangalore,abi-showatech (india) ltd,seed funding,600000.0,,,technology
707,NaT,trupay,online payments platform,gurgaon,"kae capital, m&s partners,",seed funding,700000.0,,,technology
708,NaT,brick2wall,online marketplace for construction material,gurgaon,"subramani somasundaram, sundeep sahni, mayank mittal & others",seed funding,200000.0,,,ecommerce
709,NaT,fablestreet,women work wear etailer,delhi,"harmeet bajaj, pameela p, fusiontech ventures & others",seed funding,,,,ecommerce
710,NaT,monsoon fintech,machine learning access platform,delhi,"sunil kalra, aditya singh, rishi srivastava, rajan anandan",seed funding,,,,technology
711,NaT,monkeybox,healthy food delivery platform,bangalore,"blume ventures, nb ventures, nspira",seed funding,,,,ecommerce
712,NaT,noticeboard,mobile-first enterprise communication platform,bangalore,"stellaris venture partners,",private equity,1200000.0,,,ecommerce
713,NaT,byjuxe2x80x99s,mobile learning app,bangalore,tencent holdings,private equity,35000000.0,,,ecommerce
714,NaT,creatorxe2x80x99s gurukul,co-working space provider,delhi,yuvraj singh,seed funding,,,,other
715,NaT,fab hotels,budget hotels brand & aggregator platform,delhi,goldman sachs,private equity,25000000.0,,,ecommerce
716,NaT,thinkerbell,assisted learning startup,bangalore,"indian angel network, anand mahindra",seed funding,200000.0,,,ecommerce
717,NaT,1mg,online pharmacy,gurgaon,"hbm healthcare investments, maverick capital ventures, sequoia india, omidyar network and kae capital",private equity,15000000.0,,,ecommerce
718,NaT,jhakaas,app-based aggregator of offline businesses,mumbai,amen dhyllon,seed funding,,,,ecommerce
719,NaT,bigstylist,beauty services marketplace,mumbai,info edge (india) ltd,private equity,1250000.0,,,ecommerce
720,NaT,gympik.com,online marketplace for discovering fitness centres,bangalore,roundglass partners,seed funding,,,,ecommerce
721,2017-01-06,tripeur,mobile based travel erp platform,bangalore,"grace grace techno ventures llp, rajul garg & other undisclosed investors",seed funding,,,2017.0,technology
722,2017-02-06,rentongo,"online marketplace for renting bikes, electronics & appliances",bangalore,tvs motor company,seed funding,234000.0,,2017.0,ecommerce
723,2017-05-06,goomo,online travel & holiday booking platform,mumbai,emerging india,private equity,50000000.0,,2017.0,ecommerce
724,2017-05-06,maxmywealth,online wealth management & savings platform,mumbai,"lockchain ecosystem global advisors, horseferry",private equity,,,2017.0,ecommerce
725,2017-06-06,spinny,online used car marketplace,gurgaon,"blume ventures, indian angel network, kunal shah, sandeep tandon",private equity,1000000.0,,2017.0,ecommerce
726,2017-06-06,healthbuds,healthcare discovery & booking platform,kolkata,"arun patodia, bharat kedia",seed funding,,,2017.0,ecommerce
727,2017-06-06,ftcash,mobile payments platform,mumbai,"500 startups, ivycap ventures",private equity,,,2017.0,ecommerce
728,2017-06-06,bhive workspace,co-working spaces,bangalore,blume ventures,private equity,1200000.0,,2017.0,ecommerce
729,2017-06-06,wayforward,mobile app for mental health,delhi,"harsh mahajan, farhan naqvi, sreepathy viswanathan",seed funding,1000000.0,,2017.0,ecommerce
730,2017-06-06,gyandhan,education marketplace,delhi,sundaram finance holdings,private equity,,,2017.0,ecommerce
731,2017-06-06,hungry foal,for profit social venture,gurgaon,sbi (stand up india scheme),private equity,,,2017.0,ecommerce
732,2017-07-06,ziploan,online lending platform,delhi,waterbridge ventures,seed funding,650000.0,,2017.0,ecommerce
733,2017-07-06,growfitter,health and fitness discovery platform,mumbai,sque capital,seed funding,600000.0,,2017.0,ecommerce
734,2017-08-06,stratfit,health coaching programs,hyderabad,bodhtree consulting limited,seed funding,232000.0,,2017.0,ecommerce
735,2017-08-06,multiplier solutions,crm software for healthcare space,hyderabad,norwest venture partners,private equity,1500000.0,,2017.0,technology
736,2017-08-06,abi health,unified digital health platform,bangalore,norwest venture partners,private equity,1500000.0,,2017.0,technology
737,2017-08-06,stockal,app-based investment advisory services,bangalore,"mohan alexander, r. natarajan, vikrant varshney, amit sinha",seed funding,350000.0,,2017.0,ecommerce
738,2017-09-06,guidoo,travel & adventure planning platform,mumbai,"pawan borle, nirmal singh, manish prasad, vineet varma, nick haulkoury, abhai s. rao",seed funding,300000.0,,2017.0,ecommerce
739,2017-09-06,esahai.in,ambulance aggregator and medical taxi provider,hyderabad,"dr ramesh ayyala, satya muthyala",seed funding,250000.0,,2017.0,ecommerce
740,2017-12-06,loanmeet,online peer-to-peer lending platform,bangalore,"cao yibin, huang wei, madhusudan e,",seed funding,,,2017.0,ecommerce
741,2017-12-06,lendingkart,online lending platform,ahmedabad,yes bank,debt funding,7800000.0,,2017.0,ecommerce
742,2017-12-06,boxx.ai,artificial intelligence,bangalore,"unicorn india ventures, venky krishnakumar, suresh shankar, vivek bhargava",private equity,500000.0,,2017.0,technology
743,2017-12-06,peesafe.in,hygiene care product manufacturer,delhi,"venture catalysts, alfa capital, green shots capital, real time ventures",private equity,1000000.0,,2017.0,healthcare
744,2017-12-06,vista rooms,online rooms aggregation platform,mumbai,"artha india ventures, singularity holdings, rajan anandan, girish mathrubootham",seed funding,776000.0,,2017.0,ecommerce
745,2017-12-06,coverfox,online insurance brokerage platform,mumbai,transamerica,private equity,15000000.0,,2017.0,ecommerce
746,NaT,hypertrack,location tracking solutions,delhi,"nexus venture partners, founders fund",private equity,,,,technology
747,NaT,goodera,csr and sustainability management platform,bangalore,"nexus venture partners, omidyar network",private equity,5500000.0,,,technology
748,NaT,digit,tech driven insurance platform,bangalore,fairfax holdings,private equity,,,,technology
749,NaT,ola,cab aggregation app,bangalore,tekne capital management llc,private equity,50000000.0,,,ecommerce
750,NaT,vanitycask,beauty products discovery platform,mumbai,rb investments,seed funding,,,,ecommerce
751,NaT,mrneeds,micro food delivery platform,noida,undisclosed investors,seed funding,500000.0,,,ecommerce
752,NaT,moneytap,money lending platform,bangalore,"sequoia india, nea, prime venture partners",private equity,12300000.0,,,ecommerce
753,NaT,goodbox,mobile saas xc2 xa0 ecommerce platform for smes,bangalore,"nexus venture partners, mekin maheshwari",private equity,1000000.0,,,ecommerce
754,NaT,fincash,personal finance platform,mumbai,"mohammed khan, sameer narayan & others",seed funding,100000.0,,,ecommerce
755,NaT,portdesk,maritime solutions,noida,alphard maritime group,seed funding,2000000.0,,,technology
